time,gt_x,gt_y,linear_x,linear_y,bayesian_x,bayesian_y,particle_x,particle_y,error_linear,error_bayesian,error_particle
17.840704,1.545685,0.768759,0.3317226215595617,-0.6513895500269679,59.90961486511969,-124.91772268981505,61.41171568907563,-125.99185720650867,8.966521734419938,1869.6275332665207,1862.4766910582882
17.884056,1.545685,0.768759,0.33275168621930995,-0.6558245002107268,60.288987629799514,-125.62546793365662,61.77761549752987,-126.71238515396401,8.987708207413666,1879.3140253229853,1872.1501301610808
17.934853,1.545685,0.768759,0.3338309453003648,-0.6604600113084923,60.602156600948135,-126.34792318525209,62.144560985339076,-127.43772003737756,9.00889978572051,1889.0410322770815,1881.844796247202
17.97836,1.545685,0.768759,0.33455875899301124,-0.6637773051348732,60.991845370823484,-127.10099971372979,62.51205124244337,-128.16566948560748,9.029565296206552,1898.8308194443282,1891.559956664765
18.022064,1.545685,0.768759,0.33489456314620014,-0.6708399500523686,61.406052260116034,-127.80101962251672,62.879494558636154,-128.90275602959818,9.048854391354057,1908.5941472833765,1901.293061154259
18.072774,1.545685,0.768759,0.33217106704527705,-0.6729269379730711,61.73712930129742,-128.54307022814436,63.242557546818446,-129.63937602549336,9.069499026293329,1918.32390505651,1911.0470679422515
18.116834,1.545685,0.768759,0.3305109722233492,-0.6788318641066845,62.09980810381825,-129.31487000135877,63.60439286469333,-130.38396448508973,9.091534970269247,1928.0919629025366,1920.82332644507
18.16408,1.545685,0.768759,0.32529959999546204,-0.6837684475934344,62.406832418432835,-130.0572576377539,63.95871667303641,-131.1330675591803,9.113369490212397,1937.9327293997242,1930.6200317881369
18.207557,1.545685,0.768759,0.32544786768743705,-0.6909618376671097,62.80053228173984,-130.78470048272487,64.31598922611079,-131.8906831850171,9.135588403888347,1947.745349450467,1940.439268800804
18.252572,1.545685,0.768759,0.3245795145311875,-0.6935621524607568,63.07682712267884,-131.58185553074634,64.6717936093929,-132.64843587999817,9.15908112558903,1957.610422892571,1950.2828285679777
18.30357,1.545685,0.768759,0.32308305784594243,-0.6959435203292628,63.481094229322025,-132.2917060131455,65.02562167854218,-133.40837040081473,9.18471630342381,1967.5024190136317,1960.1531524847037
18.34684,1.545685,0.768759,0.32499104093257647,-0.6969921577264881,63.80307150242652,-133.04191654909428,65.38316273524288,-134.16859662172538,9.206597367241972,1977.4484125518327,1970.0442752782603
18.397499,1.545685,0.768759,0.3245729307071235,-0.6999215142287682,64.13454856180422,-133.8329224564175,65.7390316191707,-134.93268545771335,9.233500192445392,1987.3740709350166,1979.9650907672167
18.440821,1.545685,0.768759,0.3219264224962573,-0.700034168910875,64.52230563869642,-134.5722940924011,66.09104838487379,-135.69523122789025,9.25278150789626,1997.253610655882,1989.9007562215945
18.484014,1.545685,0.768759,0.32202043259696633,-0.6999466618814479,64.87676357317093,-135.34439582480408,66.44451960784482,-136.45748799256393,9.274435973519955,2007.2983218871634,1999.859907665341
18.53524,1.545685,0.768759,0.3234161127673256,-0.7003811076130657,65.25961127806099,-136.10116465195543,66.80009791038549,-137.22030483218813,9.29963788641701,2017.280587054269,2009.8470019648612
18.578781,1.545685,0.768759,0.32296117129964447,-0.7012798360464334,65.62914332528032,-136.8661922463233,67.15428869107618,-137.98418995995465,9.326257273417323,2027.3083395262051,2019.8618264221514
18.622488,1.545685,0.768759,0.3238101991597625,-0.704579436339808,65.94140385839967,-137.67222970085112,67.50990575199823,-138.75253601621955,9.352107589542241,2037.371783637229,2029.9024842288443
18.666403,1.545685,0.768759,0.3211795016987796,-0.7055375481722612,66.24492494162439,-138.46141675549055,67.86100562697473,-139.5205502853716,9.375032045933036,2047.4539284222164,2039.9642458495173
18.713529,1.545685,0.768759,0.3193448250047986,-0.7067666977401311,66.62308452983913,-139.1553219359397,68.21057341470427,-140.28991207396788,9.398419737375438,2057.5672521539127,2050.049656661856
18.751828,1.545685,0.768759,0.3174308549348949,-0.7106886162139079,66.99128883074981,-139.89731353150026,68.55803712455005,-141.06453831760376,9.423635278411922,2067.7106445575696,2060.1608592373586
18.80299,1.545685,0.768759,0.3146253660141624,-0.7125612839322628,67.31901420437687,-140.7457878812158,68.90222461068313,-141.83999870195538,9.44600349428135,2077.8494986335972,2070.292759180266
18.8467,1.545685,0.768759,0.30934964791238373,-0.7156142645736553,67.6592513714936,-141.49165888403735,69.2395782234528,-142.61912004099528,9.471175513368955,2088.0385771547267,2080.4503558234246
18.897396,1.545685,0.768759,0.30619365206695803,-0.7168910516775032,67.96452711863516,-142.2735643697072,69.57478179255322,-143.3985505298076,9.496782146218889,2098.2478884281895,2090.633892401254
18.940948,1.545685,0.768759,0.3053881903364499,-0.7167303249218597,68.32505445838319,-143.09474763311226,69.91038213427392,-144.17693044945202,9.520284684516625,2108.484079356763,2100.8405228198776
18.991709,1.545685,0.768759,0.30147864869395397,-0.7161286444509812,68.6322039988461,-143.80028114232283,70.2403797715778,-144.95431045011765,9.544011793160976,2118.7032111949266,2111.0706178692053
19.035441,1.545685,0.768759,0.2988670822130918,-0.7155683966366234,68.98551597696691,-144.59376833882513,70.5682626972403,-145.73098452264327,9.566758677241141,2128.9944911845673,2121.323068878933
19.086087,1.545685,0.768759,0.2947914173273606,-0.7152624755677824,69.3307453084148,-145.37432524698843,70.89120973570286,-146.5074277834974,9.591691078532362,2139.2774894518047,2131.6012442964548
19.12997,1.545685,0.768759,0.2912015978484351,-0.7141882518395302,69.5451892426401,-146.18304957883186,71.2106840566706,-147.2823028171441,9.6159587583659,2149.5932596669954,2141.903357037534
19.177325,2.090368,0.845053,0.2861700964446369,-0.7147843669375357,69.8588658957684,-146.90303042571398,71.52420260689834,-148.05858994352627,9.739677091856237,2159.973223041808,2152.2187907851994
